deals.id,deals.cat_id,deals.fee_curr_id,deals.name,deals.name2,deals.show_text,deals.wants,deals.used,deals.is_shop,deals.not_gifted,deals.url,deals.my_client,deals.icon,deals.img,deals.template_,deals.calcs_,deals.min_pay,deals.max_pay,deals.fee,deals.tax,deals.fee_min,deals.fee_max,deals.average_,deals.count_
2124,1,2,Кошмары из глубин: «Проклятое сердце» (коллекционное издание),Koshmary iz glubin: _Proklyatoe serdce_ (kollekcionnoe izdanie),<NULL>,86,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2125,1,2,Край сознания: «Пожиратель разбитых сердец» (коллекционное издание),Kray soznaniya: _Pozhiratel razbityh serdec_ (kollekcionnoe izdanie),<NULL>,86,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2126,1,2,Возведение Великой китайской стены (коллекционное издание),Vozvedenie Velikoy kitayskoy steny (kollekcionnoe izdanie),<NULL>,99,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2127,1,2,Страшные истории: «Эдгар Аллан По  — Убийство на улице Морг»,Strashnye istorii: _Edgar Allan Po  _ Ubiystvo na ulice Morg_,<NULL>,90,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2128,1,2,Сердце тьмы: «Запретный город» (коллекционное издание),Serdce tmy: _Zapretnyy gorod_ (kollekcionnoe izdanie),<NULL>,83,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2129,1,2,Дом 1000 дверей: «Длань Заратустры» (коллекционное издание),Dom 1000 dveryay: _Dlan Zaratustry_ (kollekcionnoe izdanie),<NULL>,99,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2130,1,2,Живые легенды: «Ледяная роза» (коллекционное издание),Zhivye legendy: _Ledyanaya roza_ (kollekcionnoe izdanie),<NULL>,100,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2131,1,2,Запретные тайны: «Чужой город» (коллекционное издание),Zapretnye tayny: _Chuzhoy gorod_ (kollekcionnoe izdanie),<NULL>,108,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2132,1,2,Дивный сад: «Академия ремонта« (коллекционное издание),Divnyy sad: _Akademiya remonta_ (kollekcionnoe izdanie),<NULL>,108,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2133,1,2,Путь в бесконечность: «Новая Атлантида» (коллекционное издание),Put v beskonechnost: _Novaya Atlantida_ (kollekcionnoe izdanie),<NULL>,88,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2134,1,2,Дом 1000 дверей: «Семейные тайны» (коллекционное издание),Dom 1000 dveryay: _Semyaynye tayny_ (kollekcionnoe izdanie),<NULL>,99,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2136,1,2,Секреты могущества: «Александр Великий» (коллекционное издание),Sekrety mogushestva: _Aleksandr Velikiy_ (kollekcionnoe izdanie),<NULL>,84,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2137,1,2,Страх на продажу: «Загадка усадьбы лорда Макинроя» (коллекционное издание),Strah na prodazhu: _Zagadka usadby lorda Makinroya_ (kollekcionnoe izdanie),<NULL>,86,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2138,1,2,Тайны семьи Маргрейв: «Одинокое сердце» (премиум-издание),Tayny semi Margryayv: _Odinokoe serdce_ (premium-izdanie),<NULL>,86,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2139,3,2,"МТС: домашний интернет, ТВ и телефон (Южный филиал)","MTS: domashniy internet, TV i telefon (Yuzhnyy filial)",<NULL>,243,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u043b\u0438\u0446\u0435\u0432\u043e\u0433\u043e \u0441\u0447\u0435\u0442\u0430 (11 \u0446\u0438\u0444\u0440)"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2140,1,2,Шаблон для игровых витрин с пополнением счета с калькулятором,Shablon dlya igrovyh vitrin s popolneniem scheta s kalkulyatorom,<NULL>,89,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""empty"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2141,1,2,Шаблон для игровых витрин с пополнением счета без калькулятора,Shablon dlya igrovyh vitrin s popolneniem scheta bez kalkulyatora,<NULL>,86,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""empty"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2142,9,2,Вывод перевода до востребования на карту Visa/MasterCard,Vyvod perevoda do vostrebovaniya na kartu Visa/MasterCard,<NULL>,232,False,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0424\u0430\u043c\u0438\u043b\u0438\u044f:"", ""n"": ""acc1""}, {""l"": ""\u0418\u043c\u044f:"", ""n"": ""acc2""}, {""l"": ""\u041e\u0442\u0447\u0435\u0441\u0442\u0432\u043e:"", ""n"": ""acc3""}, {""l"": ""\u0421\u0442\u0440\u0430\u043d\u0430:"", ""n"": ""acc4""}, {""l"": ""\u0418\u043d\u0434\u0435\u043a\u0441: (127000)"", ""n"": ""acc5""}, {""l"": ""\u0413\u043e\u0440\u043e\u0434: (\u0413\u043e\u0440\u043e\u0434)"", ""n"": ""acc6""}, {""l"": ""\u0410\u0434\u0440\u0435\u0441: (\u0423\u043b\u0438\u0446\u0430, \u0434\u043e\u043c, \u043a\u0432\u0430\u0440\u0442\u0438\u0440\u0430)"", ""n"": ""acc7""}, {""l"": ""\n\t\t\t\t"", ""n"": ""acc8""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2143,2,2,EVE Online: Rubicon — комплект «Колонизатор ледяных планет»,EVE Online: Rubicon__ komplekt _Kolonizator ledyanyh planet_,<NULL>,292,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2144,2,2,EVE Online: Rubicon — комплект «Торговец галлентским оружием»,EVE Online: Rubicon__ komplekt _Torgovec gallentskim oruzhiem_,<NULL>,285,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2145,2,2,EVE Online: Rubicon — комплект «Колонизатор планет-океанов»,EVE Online: Rubicon__ komplekt _Kolonizator planet-okeanov_,<NULL>,287,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2146,2,2,EVE Online: Rubicon — комплект «Торговец амаррским оружием»,EVE Online: Rubicon__ komplekt _Torgovec amarrskim oruzhiem_,<NULL>,287,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2147,2,2,EVE Online: Rubicon — набор «Калдарский пилот-исследователь»,EVE Online: Rubicon__ nabor _Kaldarskiy pilot-issledovatel_,<NULL>,304,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2148,2,2,EVE Online: Rubicon — набор «Минматарский пилот-ликвидатор»,EVE Online: Rubicon__ nabor _Minmatarskiy pilot-likvidator_,<NULL>,293,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2149,1,2,Выводы на карту,Vyvody na kartu,<NULL>,133,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u043a\u0430\u0440\u0442\u044b (\u043e\u0442 12 \u0434\u043e 19 \u0446\u0438\u0444\u0440)"", ""n"": ""acc1""}, {""l"": ""\u0421\u0443\u043c\u043c\u0430 \u043f\u0435\u0440\u0435\u0432\u043e\u0434\u0430"", ""n"": ""acc2""}, {""l"": ""\u0431\u0435\u0437 \u0443\u0447\u0435\u0442\u0430 \u043a\u043e\u043c\u0438\u0441\u0441\u0438\u0438 3% + 15 \u0440\u0443\u0431.""}, {""l"": ""Email \u043f\u043e\u043b\u0443\u0447\u0430\u0442\u0435\u043b\u044f"", ""n"": ""acc3""}, {""l"": "" (\u043d\u0430\u043f\u0438\u0448\u0438\u0442\u0435 \u0441\u043e\u043e\u0431\u0449\u0435\u043d\u0438\u0435, \u0438 \u043c\u044b \u0434\u043e\u0431\u0430\u0432\u0438\u043c \u0435\u0433\u043e \u0432 \u043f\u0438\u0441\u044c\u043c\u043e)"", ""n"": ""acc4""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2150,1,2,Need For Speed: Shift,Need For Speed: Shift,<NULL>,230,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2151,1,2,Need For Speed: Undercover,Need For Speed: Undercover,<NULL>,233,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2152,1,2,Playstation Plus: подписка на 90 дней,Playstation Plus: podpiska na 90 dnyay,<NULL>,220,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2168,1,2,Assassin's Creed IV: Black Flag (Death Vessel Pack),Assassin's Creed IV: Black Flag (Death Vessel Pack),<NULL>,233,True,False,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2169,1,2,Assassin’s Creed IV: Black Flag (Guild of Rogues),Assassin_s Creed IV: Black Flag (Guild of Rogues),<NULL>,236,True,False,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2170,1,2,Assassin's Creed IV: Black Flag (Illustrious Pirates Pack),Assassin's Creed IV: Black Flag (Illustrious Pirates Pack),<NULL>,229,True,False,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2171,1,2,Assassin’s Creed IV: Black Flag (Time saver: Activities Pack),Assassin_s Creed IV: Black Flag (Time saver: Activities Pack),<NULL>,239,True,False,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2154,1,2,Доввод ид. данных при выводе на карту,Dovvod id. dannyh pri vyvode na kartu,<NULL>,122,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u041c\u044b \u043f\u0440\u043e\u0441\u0438\u043c \u043e\u0431 \u044d\u0442\u043e\u043c \u0442\u043e\u043b\u044c\u043a\u043e \u043f\u0440\u0438 \u043f\u0435\u0440\u0432\u043e\u043c \u043f\u0435\u0440\u0435\u0432\u043e\u0434\u0435 \u043d\u0430 \u043a\u0430\u0440\u0442\u0443.""}, {""l"": ""\u0424\u0430\u043c\u0438\u043b\u0438\u044f:"", ""n"": ""acc1""}, {""l"": ""\u0418\u043c\u044f:"", ""n"": ""acc2""}, {""l"": ""\u041e\u0442\u0447\u0435\u0441\u0442\u0432\u043e:"", ""n"": ""acc3""}, {""l"": ""\u0421\u0442\u0440\u0430\u043d\u0430:"", ""n"": ""acc4""}, {""l"": ""\u0418\u043d\u0434\u0435\u043a\u0441: (127000)"", ""n"": ""acc5""}, {""l"": ""\u0413\u043e\u0440\u043e\u0434: (\u0413\u043e\u0440\u043e\u0434)"", ""n"": ""acc6""}, {""l"": ""\u0410\u0434\u0440\u0435\u0441: (\u0423\u043b\u0438\u0446\u0430, \u0434\u043e\u043c, \u043a\u0432\u0430\u0440\u0442\u0438\u0440\u0430)"", ""n"": ""acc7""}, {""l"": ""\n\t\t\t\t"", ""n"": ""acc8""}, {""l"": ""\u041d\u0430\u0436\u0438\u043c\u0430\u044f \u043d\u0430 \u043a\u043d\u043e\u043f\u043a\u0443, \u0432\u044b \u043f\u043e\u0434\u0442\u0432\u0435\u0440\u0436\u0434\u0430\u0435\u0442\u0435, \u0447\u0442\u043e \u0443\u043a\u0430\u0437\u0430\u043b\u0438 \u0441\u0432\u043e\u0438 \u043d\u0430\u0441\u0442\u043e\u044f\u0449\u0438\u0435 \u0434\u0430\u043d\u043d\u044b\u0435.""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2155,2,2,World of Warcraft: Warlords of Draenor (RU),World of Warcraft: Warlords of Draenor (RU),<NULL>,275,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2156,1,2,InterZet (Великий Новгород),InterZet (Velikiy Novgorod),<NULL>,236,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u0434\u043e\u0433\u043e\u0432\u043e\u0440\u0430 (8 \u0446\u0438\u0444\u0440)"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2157,3,2,Телесети,Teleseti,<NULL>,238,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u041e\u043f\u043b\u0430\u0442\u0430 \u0437\u0430:"", ""n"": ""acc1""}, {""l"": ""\u041d\u043e\u043c\u0435\u0440 \u043b\u0438\u0446\u0435\u0432\u043e\u0433\u043e \u0441\u0447\u0435\u0442\u0430 (\u043e\u0442 5 \u0434\u043e 6 \u0446\u0438\u0444\u0440)"", ""n"": ""acc2""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2158,1,2,ГТС,GTS,<NULL>,100,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u0434\u043e\u0433\u043e\u0432\u043e\u0440\u0430 (5 \u0446\u0438\u0444\u0440)"", ""n"": ""acc1""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2159,1,2,Вывод ПДВ на карту,Vyvod PDV na kartu,<NULL>,92,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u043a\u0430\u0440\u0442\u044b (\u043e\u0442 12 \u0434\u043e 19 \u0446\u0438\u0444\u0440)"", ""n"": ""acc1""}, {""l"": ""\u0421\u0443\u043c\u043c\u0430 \u043f\u0435\u0440\u0435\u0432\u043e\u0434\u0430"", ""n"": ""acc2""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2160,1,2,Покупка «Мобильного терминала (mPOS)»,Pokupka _Mobilnogo terminala (mPOS)_,<NULL>,84,True,<NULL>,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u043a\u043e\u0448\u0435\u043b\u044c\u043a\u0430"", ""n"": ""acc1""}, {""l"": ""\u041d\u043e\u043c\u0435\u0440 \u0442\u0435\u043b\u0435\u0444\u043e\u043d\u0430"", ""n"": ""acc2""}, {""l"": ""E-mail \u0434\u043b\u044f \u0441\u0432\u044f\u0437\u0438"", ""n"": ""acc3""}, {""l"": ""\u0424\u0418\u041e"", ""n"": ""acc4""}, {""l"": ""C\u043f\u043e\u0441\u043e\u0431 \u0434\u043e\u0441\u0442\u0430\u0432\u043a\u0438"", ""n"": ""acc5""}, {""l"": ""\u0421\u0442\u0440\u0430\u043d\u0430"", ""n"": ""acc6""}, {""l"": ""\u0418\u043d\u0434\u0435\u043a\u0441"", ""n"": ""acc7""}, {""l"": ""\u041d\u0430\u0441\u0435\u043b\u0435\u043d\u043d\u044b\u0439 \u043f\u0443\u043d\u043a\u0442"", ""n"": ""acc8""}, {""l"": ""\u0443\u043b\u0438\u0446\u0430, \u0434\u043e\u043c, \u043a\u0432\u0430\u0440\u0442\u0438\u0440\u0430"", ""n"": ""acc9""}, {""l"": ""\u041d\u0430\u0436\u0438\u043c\u0430\u044f \u044d\u0442\u0443 \u043a\u043d\u043e\u043f\u043a\u0443, \u044f \u043f\u0440\u0438\u043d\u0438\u043c\u0430\u044e \u0443\u0441\u043b\u043e\u0432\u0438\u044f ""}]",<NULL>,13.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2161,1,2,вклад 15% в долларах,vklad37.ru,,64,False,True,False,http://vklad37.ru,False,deals.icon.b797e48d2d45f445.70726f6669742d33372c3737203230d185382e706e67.png,,,<NULL>,3.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,29.89000000,3
2162,1,2,Coinlight cloud mining,Coinlight,<NULL>,402,True,True,False,http://coinlight.ru,False,,<NULL>,<NULL>,<NULL>,3.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2163,1,2,Bitkeyshops,Bitkeyshops,<NULL>,382,True,True,False,http://bitkeyshops.weebly.com,False,,<NULL>,<NULL>,<NULL>,3.00,1777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2164,11,2,Транспортная карта «Тройка»,Transportnaya karta _Troyka_,,314,True,False,False,,False,,,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u043a\u0430\u0440\u0442\u044b (10 \u0446\u0438\u0444\u0440)"", ""n"": ""acc1""},{""m"":""Если Вы недавно пополнили карту «Тройка» онлайн, но не записали поездки то следующая оплата будет невозможна. На экране желтого терминала в вестибюле любой станции метро выберите «Удаленное пополнение» и прислоните карту к ридеру. Поездки запишутся. После этого можно будет пополнить карту еще раз.""}]",<NULL>,30.00,2500.00,0E-8,<NULL>,<NULL>,<NULL>,5.79313456,7
2165,1,2,Ридер для мобильного терминала (mPOS),Rider dlya mobilnogo terminala (mPOS),<NULL>,85,True,False,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u041d\u043e\u043c\u0435\u0440 \u0441\u0447\u0435\u0442\u0430 (\u041d\u0430 \u044d\u0442\u043e\u0442 \u0441\u0447\u0435\u0442 \u0431\u0443\u0434\u0443\u0442 \u0437\u0430\u0447\u0438\u0441\u043b\u044f\u0442\u044c\u0441\u044f \u0434\u0435\u043d\u044c\u0433\u0438.)"", ""n"": ""acc1""}, {""l"": ""\u041d\u043e\u043c\u0435\u0440 \u0442\u0435\u043b\u0435\u0444\u043e\u043d\u0430"", ""n"": ""acc2""}, {""l"": ""Email"", ""n"": ""acc3""}, {""l"": ""\u0424\u0430\u043c\u0438\u043b\u0438\u044f"", ""n"": ""acc4""}, {""l"": ""\u0418\u043c\u044f"", ""n"": ""acc5""}, {""l"": ""\u041e\u0442\u0447\u0435\u0441\u0442\u0432\u043e"", ""n"": ""acc6""}, {""l"": ""\u0413\u0434\u0435 \u043f\u043e\u043b\u0443\u0447\u0438\u0442\u044c \u0440\u0438\u0434\u0435\u0440"", ""n"": ""acc7""}, {""l"": ""\u0421\u0442\u0440\u0430\u043d\u0430"", ""n"": ""acc8""}, {""l"": ""\u0418\u043d\u0434\u0435\u043a\u0441"", ""n"": ""acc9""}, {""l"": ""\u0420\u0435\u0433\u0438\u043e\u043d"", ""n"": ""acc10""}, {""l"": ""\u041d\u0430\u0441\u0435\u043b\u0435\u043d\u043d\u044b\u0439 \u043f\u0443\u043d\u043a\u0442"", ""n"": ""acc11""}, {""l"": ""\u0410\u0434\u0440\u0435\u0441 (\u0443\u043b\u0438\u0446\u0430)"", ""n"": ""acc12""}, {""l"": "" (\u0434\u043e\u043c)"", ""n"": ""acc13""}, {""l"": "" (\u043a\u043e\u0440\u043f.)"", ""n"": ""acc14""}, {""l"": "" (\u0441\u0442\u0440.)"", ""n"": ""acc15""}, {""l"": "" (\u043a\u0432.)"", ""n"": ""acc16""}, {""l"": ""\u041d\u0430\u0436\u0438\u043c\u0430\u044f \u044d\u0442\u0443 \u043a\u043d\u043e\u043f\u043a\u0443, \u044f \u043f\u0440\u0438\u043d\u0438\u043c\u0430\u044e ""}]",<NULL>,13.00,777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2166,1,2,Assassin's Creed IV: Black Flag (MP Characters Pack — Blackbeard's Wrath),Assassin's Creed IV: Black Flag (MP Characters Pack _ Blackbeard's Wrath),<NULL>,224,True,False,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
2167,1,2,Assassin's Creed IV: Black Flag (Crusader and Florentine Pack),Assassin's Creed IV: Black Flag (Crusader and Florentine Pack),<NULL>,245,True,False,False,<NULL>,False,<NULL>,<NULL>,"[{""l"": ""\u0421\u0435\u0433\u043e\u0434\u043d\u044f \u0432 \u043f\u0440\u043e\u0434\u0430\u0436\u0435:"", ""n"": ""acc1""}]",<NULL>,13.00,777.00,0E-8,<NULL>,<NULL>,<NULL>,0E-8,0
